"id_cat","categorie","id_track","nom_track","id_art","nom_art","id_album","nom_album","date_album"
42,"gospel","1S4fpfX2u0hzFD9vb6FEB6","Three Wooden Crosses","1pTuR132U5b4Rizal2Pr7m","Randy Travis","0UCCMRZib7d6eCdEWQiPJ3","On the Other Hand - All the Number Ones","2015-04-21"
42,"gospel","5FIp4LrsffxiHLhmmpCbCx","A Little Bit Stronger","7qvsLYsYP0MHD7jkdv6DAG","Sara Evans","03WjhytqhNAvfJI5DeNZUO","Stronger","2011-03-07"
42,"gospel","6vXOAkNQQ1KLmnC7vGYA0c","Goodness of God - Live","3qfrrrSO7utFdJkM2tvMRb","CeCe Winans","2Wf09CJNp4sH4Oq9KZOzor","Believe For It","2021-03-12"
42,"gospel","0UQDSP8cz6WmLJckO5jqUQ","I Smile","4akybxRTGHJZ1DXjLhJ1qu","Kirk Franklin","6CkiHbEFRtD75ghxLBOn3N","Hello Fear","2011-03-21"
42,"gospel","6QUEB3DDAD7oJhbIZF2v4Y","I Told You So","1pTuR132U5b4Rizal2Pr7m","Randy Travis","28ZWOeiZ8l4Uydl3hZjvgv","Always & Forever","1987-05-04"
42,"gospel","5Vr9WTLcbpKRkQGvVen13W","Won't He Do It","03qM4LmPCrR7CuHTE0WAIW","Koryn Hawthorne","68IvsYG3g7nrZUkErvzjWt","Greenleaf Soundtrack - Season 2","2017-09-08"
42,"gospel","5MkOctZG8LI9uHzpY7ncWj","On the Other Hand","1pTuR132U5b4Rizal2Pr7m","Randy Travis","6rOVPyzQ5s7cUUyHHplESf","Storms of Life","1986-06-02"
42,"gospel","4KM77RUl2IKdXGhtOBbKIS","Sixteen Tons","7u6FSuqT3SWE2kO8rNVjfp","Tennessee Ernie Ford","0X96CJyHwoBEzSj24CISo4","Sixteen Tons","1955-04-10"
42,"gospel","3QdBvvYJ9k1CES1e9aYvaA","Never Would Have Made It","5r0KYGxdIZEHZ6z6XbkVbo","Marvin Sapp","04IAkH0X6ZDu6T35zD8KQy","Thirsty","2007-07-03"
43,"goth","5YqpHuXpFjDVZ7tY1ClFll","Heartbeats","6xrCU6zdcSTsG2hLrojpmI","José González","2e0BYdQ7VJlzSNHafdmfrl","Veneer","2006-04-03"
43,"goth","3EEd6ldsPat620GVYMEhOP","Goo Goo Muck","4lYtGx5NZQJHsMyhHc5iz3","The Cramps","111E8uRgwGQo9YJJBvpALn","Psychedelic Jungle","1981-01-01"
43,"goth","4eGHEHqoDMMejzPhRFTc7p","I Don't Wanna Be Me","0blJzvevdXrp21YeI2vbco","Type O Negative","4AdGr92Z6Ff2WbKP5Ja2QC","Life Is Killing Me","2003-06-09"
43,"goth","0ZNYGrmcehorhh9JOeg5Iv","Stay Alive","6xrCU6zdcSTsG2hLrojpmI","José González","1bOzvOad5Oirmr1ewGlnKs","Stay Alive (From The Secret Life Of Walter Mitty)","2013-01-01"
43,"goth","710B9xFjNOisQtKtppZE9p","Black No. 1 (Little Miss Scare -All)","0blJzvevdXrp21YeI2vbco","Type O Negative","22PP61GmfGKAhIQo2ZSRxG","Bloody Kisses (Top Shelf Edition)","1994-05-10"
43,"goth","58RDwkonFMOkoytBtIQetc","Love You to Death","0blJzvevdXrp21YeI2vbco","Type O Negative","6BkeUWI72Lssc077AxqQek","October Rust (Special Edition)","1996-08-19"
43,"goth","5qZMqZspIglsy4SJxtJt0S","Meet Your Maker","57ylwQTnFnIhJh4nu4rxCs","In Flames","1IqQ6UX3hzJLVXtRmui4w3","Foregone","2023-02-10"
43,"goth","0FtD1ZukwCnuTfTNuwxrQM","Make A Move","1Jy0lTKAQDnTklKzF0g2o7","Icon For Hire","034rIpQ6gBG6lASW3nnuNT","Scripted","2011-01-01"
43,"goth","0ElRzK07sc9eszyk1ea9Ab","Human Fly","4lYtGx5NZQJHsMyhHc5iz3","The Cramps","1n1znRLH7iRtkhjbrCs0wi","Off The Bone",1983
43,"goth","3X1usZ9bRwbyEjAnkLAJWO","Drop Dead Cynical","2KaW48xlLnXC2v8tvyhWsa","Amaranthe","4R9xcmJHM8qT20wf3meJLe","MASSIVE ADDICTIVE","2014-10-17"
44,"grindcore","5OuBnBrF86yVo511Ufu1pe","Rabid","34PPy9Ut9m8qB8BnmCiVmO","Mortician","2BG0B4ZOL2m4JWkMhsp3Nq","Chainsaw Dismemberment","1999-06-29"
44,"grindcore","4XszLSHo8Tu3eFZhQ5FSd4","Scourge of the Offspring","67ZMMtA88DDO0gTuRrzGjn","Cattle Decapitation","3T8t8sAqgPIy4ZvqjAIsNy","Terrasite","2023-05-12"
44,"grindcore","2vjoV2tKJMfhLCPjPa9dWt","Bring Back the Plague","67ZMMtA88DDO0gTuRrzGjn","Cattle Decapitation","7pp0eBrLEcmprISZOmY4ve","Death Atlas","2019-11-29"
44,"grindcore","76rl8bu092FOT8xrT5fJVU","Chainsaw Dismemberment","34PPy9Ut9m8qB8BnmCiVmO","Mortician","2BG0B4ZOL2m4JWkMhsp3Nq","Chainsaw Dismemberment","1999-06-29"
44,"grindcore","2VREb6SYgne3Eai0nrXUPk","We Eat Our Young","67ZMMtA88DDO0gTuRrzGjn","Cattle Decapitation","3T8t8sAqgPIy4ZvqjAIsNy","Terrasite","2023-05-12"
44,"grindcore","28kizMSvL3DcCGINWSOUjq","Forced Gender Reassignment","67ZMMtA88DDO0gTuRrzGjn","Cattle Decapitation","4aQI0KeN26jZ5bPQXKtfAa","Monolith of Inhumanity","2012-05-08"
44,"grindcore","3PZCcCykTqurDFO6QUfGKq","A Photic Doom","67ZMMtA88DDO0gTuRrzGjn","Cattle Decapitation","3T8t8sAqgPIy4ZvqjAIsNy","Terrasite","2023-05-12"
44,"grindcore","0JgzQQ1rNUVE5GCIqCnlxE","Amputee","5DVkkJqypmjmRLJL9UurmI","Agoraphobic Nosebleed","67HZq08Sytl2gbqsyTSWjX","Bestial Machinery","2005-08-02"
44,"grindcore","5XnbiEvRWlZh4TJUa2U5wb","Finish Them","67ZMMtA88DDO0gTuRrzGjn","Cattle Decapitation","7pp0eBrLEcmprISZOmY4ve","Death Atlas","2019-11-29"
44,"grindcore","1HckOFYSs5VkrgiQlpEq8a","Terrasitic Adaptation","67ZMMtA88DDO0gTuRrzGjn","Cattle Decapitation","3T8t8sAqgPIy4ZvqjAIsNy","Terrasite","2023-05-12"
45,"groove","7fcfNW0XxTWlwVlftzfDOR","Walk","14pVkFUHDL207LzLHtSA18","Pantera","7kW0cpKgSVsEqcc8xgbSb0","Vulgar Display of Power","1992-02-21"
45,"groove","7txxAtOMwLLnQTpKeBL6bp","Mother","34c4iQ5tkaZKu6Sv28BTde","Danzig","3elIDlrTtrgKfbxYVgp3uW","Danzig","1988-01-01"
45,"groove","6GqqGv8frU7kqzXkm2rewI","A Little Bit Off","5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","7vAcymF4feKxvqcUDzLQD2","F8","2020-02-28"
45,"groove","4zN21mbAuaD0WqtmaTZZeP","Ferrari","45ruzGUmIr8WLjLOPJ9mGU","Miggy Dela Rosa","6moZ4sNThthUAwCklyuPY8","Ferrari","2022-04-01"
45,"groove","2SgbR6ttzoNlCRGQOKjrop","Cowboys from Hell","14pVkFUHDL207LzLHtSA18","Pantera","5szY4sBOSD6IFjFN1RtWTe","Cowboys from Hell","1990-07-20"
45,"groove","6Ea2oEzysv4UECGNxL1IEW","Eat Your Man (with Nelly Furtado)","2jw70GZXlAI8QzWeY2bgRc","Nelly Furtado","6UC9oEbksP0m0Sfl1sgVEQ","Eat Your Man (with Nelly Furtado)","2023-06-02"
45,"groove","2KZXCH4npY28gtZKXcB2N8","Bad Company","5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","5wqJcLJsFqVg1lWowuyv3V","War Is the Answer","2009-09-22"
45,"groove","5dFEX82XB1ElGFwfCp0rql","Jekyll and Hyde","5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","5CCuwNYZibM0V2GWuEHtcG","Got Your Six (Deluxe)","2015-09-04"
45,"groove","1linrfCmITmQHs4enAxTUY","Welcome To The Circus","5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","2xO5zlCGNyap7Jx1ED3HgG","AfterLife","2022-08-19"
45,"groove","06WUUNf7q18NZfjIsQFsfa","Delusions of Saviour","1IQ2e1buppatiN1bxUVkrk","Slayer","5QTGKCuJbyViaQQXjHOvjL","Repentless","2015-09-11"
46,"grunge","5UWwZ5lm5PKu6eKsHAGxOk","Everlong","7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","30ly6F6Xl0TKmyBCU50Khv","The Colour And The Shape","1997-05-20"
46,"grunge","5ghIJDpPoe3CfHMGu71E6T","Smells Like Teen Spirit","6olE6TJLqED3rqDCT0FyPh","Nirvana","2guirTSEqLizK7j9i1MTTZ","Nevermind (Remastered)","1991-09-26"
46,"grunge","4P5KoWXOxwuobLmHXLMobV","Come As You Are","6olE6TJLqED3rqDCT0FyPh","Nirvana","2guirTSEqLizK7j9i1MTTZ","Nevermind (Remastered)","1991-09-26"
46,"grunge","6Qyc6fS4DsZjB2mRW9DsQs","Iris","2sil8z5kiy4r76CRTXxBCA","The Goo Goo Dolls","4UMjBXcRqIgMZ1XumU2x5T","Dizzy up the Girl","1998-09-11"
46,"grunge","6ZOBP3NvffbU4SZcrnt1k6","Kryptonite","2RTUTCvo6onsAnheUk3aL9","3 Doors Down","5gO2acKSOaJnP0Mcy8IpU6","The Better Life",2000
46,"grunge","6GG73Jik4jUlQCkKg9JuGO","The Middle","3Ayl7mCk0nScecqOzvNp6s","Jimmy Eat World","0UJhhj5bn5AGAjryFnhueP","Bleed American","2001-07-17"
46,"grunge","6TfBA04WJ3X1d1wXhaCFVT","You're Gonna Go Far, Kid","5LfGQac0EIXyAN8aUwmNAQ","The Offspring","67v63ubEsvDUQkYMzI7A9t","Rise And Fall, Rage And Grace","2008-06-17"
46,"grunge","60a0Rd6pjrkxjPbaKzXjfq","In the End","6XyY86QOPPrYVGvF9ch6wz","Linkin Park","6hPkbAV3ZXpGZBGUvL6jVM","Hybrid Theory (Bonus Edition)","2000-10-24"
46,"grunge","3tYxhPqkioZEV5el3DJxLQ","Youngest Daughter","1IHjrY7ygKbmLVoUV1VcXc","Superheaven","6JLO3HVtVEKLHqbgs6ujdw","Jar","2013-04-05"
46,"grunge","2nLtzopw4rPReszdYBJU6h","Numb","6XyY86QOPPrYVGvF9ch6wz","Linkin Park","4Gfnly5CzMJQqkUFfoHaP3","Meteora","2003-03-24"
47,"guitar","4QzZVJc6qPTtTkPem7qZRo","The Lamp Is Low","5PkDpzWMZR7Id1vldhF8Qk","Laurindo Almeida","2KZIJx4RtZ1seAa6pa6ugl","Classical Current","1969-09-15"
47,"guitar","1jHNQodYIGvk187xrISw1i","Once Upon a Dream","3xvaSlT4xsyk6lY1ESOspO","Disney","3TRzs2Bn8dm6oHqt2LpR6z","Disney Guitar: Lullaby","2020-04-15"
47,"guitar","6WuBXGHGpSqpkFCl7ei8xp","Dos Oruguitas","3xvaSlT4xsyk6lY1ESOspO","Disney","5O6AwBJHEjWOdAuSdW03VV","Disney Guitar: Family","2022-03-07"
47,"guitar","0S5MCBH1qTVCsckidwvS8G","Colors of the Wind","3xvaSlT4xsyk6lY1ESOspO","Disney","2UkATaVikmCtb4hjDpUbVo","Disney Guitar: Happy","2020-07-24"
47,"guitar","4BU9s6QLGFCaxlgaPWWuFY","Baby Mine","3xvaSlT4xsyk6lY1ESOspO","Disney","3TRzs2Bn8dm6oHqt2LpR6z","Disney Guitar: Lullaby","2020-04-15"
47,"guitar","5UewWG58QFgJXV36lH6kY8","You'll Be in My Heart","3xvaSlT4xsyk6lY1ESOspO","Disney","3TRzs2Bn8dm6oHqt2LpR6z","Disney Guitar: Lullaby","2020-04-15"
47,"guitar","6EOpjNGn34eXLJASVcUksY","Wu Wei","1DCmbXFQ1MufTW5IZG3etK","De Moi","1YhweHJQeMMAza8FLEtZLW","Wu Wei","2022-09-02"
47,"guitar","0wqeaDeaKq14IuQESPqBEJ","Lava","60vk2VjuoktubJq0FFguLK","James Ford Murphy","3ps9fwedIocKsm52J2zoX9","Lava (From ""Lava"")","2015-01-01"
47,"guitar","1PINN6x0Riouab3wPSglpp","An Idea","6T9wLNtkKE8Z5GusLK6v9c","Zsófia Boros","3TRN62RoTGNXKtKEu2JvxW","En Otra Parte","2013-09-06"
47,"guitar","1m3BAsNsQAaSNMD2M6vlKY","Breezin'","4N8BwYTEC6XqykGvXXlmfv","George Benson","1ei5QjnfB7PHINJOH8Gft5","Breezin'",1976
48,"happy","3G1SVODcssMmS5YM5G3tun","Pretty Rave Girl","11aa081aKYUzmeFm0yHdT2","S3RL","4DG2AOiKIXzl41ySz4KAsB","Old Skool Masters - S3RL",2007
48,"happy","56nLHj9HJr3xpbLarnr0l4","Mtc","11aa081aKYUzmeFm0yHdT2","S3RL","7ytzm6TehnwM0WkNNE9uVT","Mtc","2012-02-15"
48,"happy","5xnLp83K91G0Qi9zPtOSnG","Pika Girl","11aa081aKYUzmeFm0yHdT2","S3RL","15uJ6Ye8urOyRStx38ktg8","Pika Girl - Single","2011-08-11"
48,"happy","2d9EgBM9F09IkEG8t9T6L8","DLMD","3mZnhzeAyjpFhO3cIepzBr","Tuneboy","5Rc0OTFEFeXDBd2GvMRJkx","DLMD","2020-04-16"
48,"happy","05JZSSSb74t7hZRPCURL5r","This Beat Has Got Me","11aa081aKYUzmeFm0yHdT2","S3RL","0jtCri9wNO5QWr68f1IgtJ","This Beat Has Got Me","2023-08-23"
48,"happy","51czegKF9UbmUZkp8etKj2","Bass Slut - Original Mix","11aa081aKYUzmeFm0yHdT2","S3RL","0RqSHxahadfXnYzdq8hi3z","Bass Slut / It Went / Crazy Ass Bitch","2011-02-15"
48,"happy","1vNdvKfEtoAiaDVPnY38Dm","Little Kandi Raver 2012","11aa081aKYUzmeFm0yHdT2","S3RL","66oTPYQ6MZRdYz9h7Fi6to","Little Kandi Raver 2012","2012-08-29"
48,"happy","0L0DM33NAe6PjQ1BB4cEjJ","Us Against The World","2gZzTzeACSwFqkMroVxmnm","Darren Styles","4ZknRl4rGaGaOWakyOhG23","Us Against The World","2017-04-03"
48,"happy","6RvTtRyn7zVayLUWAJxd5Z","Hentai","11aa081aKYUzmeFm0yHdT2","S3RL","5tRJmtQfITGPugDA8W4rt6","Hentai","2015-12-02"
48,"happy","1VCu4Sv3M4LSNHhUXCECiX","God Save The Rave","4FDj6mh458K7m9Txwyj2rt","Harris & Ford","3ljterpvdvyyn5yGCzsDhM","Dance Music 2023","2023-09-11"
49,"hard-rock","7snQQk1zcKl8gZ92AnueZW","Sweet Child O' Mine","3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","28yHV3Gdg30AiB8h8em1eW","Appetite For Destruction","1987-07-21"
49,"hard-rock","4bHsxqR3GMrXTxEPLuK5ue","Don't Stop Believin'","0rvjqX7ttXeg3mTy8Xscbt","Journey","43wpzak9OmQfrjyksuGwp0","Escape (Bonus Track Version)",1981
49,"hard-rock","3VqHuw0wFlIHcIPWkhIbdQ","Enter Sandman (Remastered)","2ye2Wgw4gimLv2eAKyk1NB","Metallica","55fq75UfkYbGMq4CncCtOH","Metallica (Remastered)","1991-08-12"
49,"hard-rock","57bgtoPSgt236HzfBOd8kj","Thunderstruck","711MCceyCBcFnzjGY4Q7Un","AC/DC","4vu7F6h90Br1ZtYYaqfITy","The Razors Edge","1990-09-24"
49,"hard-rock","7e89621JPkKaeDSTQ3avtg","Sweet Home Alabama","4MVyzYMgTwdP7Z49wAZHx0","Lynyrd Skynyrd","54V1ljNtyzAm053oJqi0SH","Second Helping (Expanded Edition)","1974-04-15"
49,"hard-rock","2SiXAy7TuUkycRVbbWDEpo","You Shook Me All Night Long","711MCceyCBcFnzjGY4Q7Un","AC/DC","6mUdeDZCsExyJLMdAfDuwh","Back In Black","1980-07-25"
49,"hard-rock","1xsYj84j7hUDDnTTerGWlH","Dream On","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","1RDVdxPUaqC4o7Rkm8LoOE","Aerosmith","1973-01-05"
49,"hard-rock","1QEEqeFIZktqIpPI4jSVSF","More Than a Feeling","29kkCKKGXheHuoO829FxWK","Boston","2QLp07RO6anZHmtcKTEvSC","Boston",1976
49,"hard-rock","2zYzyRzz6pRmhPzyfMEC8s","Highway to Hell","711MCceyCBcFnzjGY4Q7Un","AC/DC","10v912xgTZbjAtYfyKWJCS","Highway to Hell","1979-07-27"
49,"hard-rock","5tVA6TkbaAH9QMITTQRrNv","Free Fallin'","2UZMlIwnkgAEDBsw1Rejkn","Tom Petty","5d71Imt5CIb7LpQwDMQ093","Full Moon Fever","1989-01-01"
50,"hardcore","7KwZNVEaqikRSBSpyhXK2j","Hypnotize - 2014 Remaster","5me0Irg2ANcsgc93uaYrpb","The Notorious B.I.G.","7dRdaGSxgcBdJnrOviQRuB","Life After Death (2014 Remastered Edition)","1997-03-04"
50,"hardcore","1vcxF91pWs9uNwDROuiCPB","Savior","6Wr3hh341P84m3EI8qdn9O","Rise Against","4ebodSLpRqbuQjpGlDZglH","Appeal To Reason","2008-01-01"
50,"hardcore","2g8HN35AnVGIk7B8yMucww","Big Poppa - 2005 Remaster","5me0Irg2ANcsgc93uaYrpb","The Notorious B.I.G.","2HTbQ0RHwukKVXAlTmCZP2","Ready to Die (The Remaster)","1994-09-13"
50,"hardcore","5ByAIlEEnxYdvpnezg7HTX","Juicy - 2005 Remaster","5me0Irg2ANcsgc93uaYrpb","The Notorious B.I.G.","2HTbQ0RHwukKVXAlTmCZP2","Ready to Die (The Remaster)","1994-09-13"
50,"hardcore","119c93MHjrDLJTApCVGpvx","C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)","4QTIR7KM0trauXspUNduhh","Buddha Monk","3tQd5mwBtVyxCoEo4htGAV","Enter The Wu-Tang (36 Chambers) [Expanded Edition]","1993-11-09"
50,"hardcore","4INDiWSKvqSKDEu7mh8HFz","Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster","59wfkuBoNyhDMQGCljbUbA","Diddy","7dRdaGSxgcBdJnrOviQRuB","Life After Death (2014 Remastered Edition)","1997-03-04"
50,"hardcore","7nYvUtkQMx1v80S2FH2s9J","Regulate","1Oa0bMld0A3u5OTYfMzp5h","Nate Dogg","2VMGv3inRLPM4GOMXf37qu","Regulate… G Funk Era","1994-06-07"
50,"hardcore","4OSbctVD37ycS0H3rwRm72","Prayer Of The Refugee","6Wr3hh341P84m3EI8qdn9O","Rise Against","1VZ0i4vJ0AkPbmpuaktZMJ","The Sufferer & The Witness","2006-01-01"
50,"hardcore","3GKL13lkM5nRc4zC1lIOrR","Still Not a Player (feat. Joe) - Radio Version","3zTOe1BtyTkwNvYZOxXktX","Joe","3IIHk2ZLXKWuVAjCbQ9g4Y","Capital Punishment","1998-04-28"
50,"hardcore","33ZXjLCpiINn8eQIDYEPTD","Shook Ones, Pt. II","6O2zJ0tId7g07yzHtX0yap","Mobb Deep","1cCAb1vN8uUsdfEylVmTLs","The Infamous","1995-04-25"
51,"hardstyle","2uO6LTp2vi4VlgEH9Gaj3R","My Soldiers Rage","4xTRZ0A9NyJ8f1Nzm01vRU","Maul","1A4OU8s1B8qeImKmLTu3D0","My Soldiers Rage","2022-02-01"
51,"hardstyle","05EG9LwFCVjkoYEWzsrHHO","Legend","3ZaPFQ05J5qSM5I3Smbp44","Tevvez","3PJhr2ejWvavjQGlBJvEkn","Phantom","2020-12-04"
51,"hardstyle","6EXi0RWDxqvxDEHFbqR7XB","Anadrol","0pceb68in41LfgvQbkvCzg","Yosuf","0FIwrGmZLzqi8anLO36QDY","Anadrol","2022-03-17"
51,"hardstyle","2UEXRIn2kKNQ89cLTGElhI","BANGARANG","52rXtc030Il0UaPWiBlvYl","KILLEDDY","6tF16qki9SOwCo6HGyH5PQ","BANGARANG","2020-07-10"
51,"hardstyle","3VmezKvkt5Tl8ZrmQaFIV4","LIGHTS","3TKwur6G4Q6z57u2ePEvuX","HARDSTYLE CVNT","4AtjQTQ5Y3sNtyoeAWUq6U","LIGHTS","2022-10-09"
51,"hardstyle","3X412wnMLKyqctlRfhPa7Q","ННД","0mmG7ASfGRWIZVC492wpjs","Tomorrow","0qQ8tz5aYGHVcnTpxVGgHW","ННД","2018-06-08"
51,"hardstyle","6iBL6TOzsO75Yz0cG1MO0o","Wanna Play?","2iRqqPkOyIvvb7qFZN1Onz","The Prophet","4jp7msyicuMV06txLOdvbF","Wanna Play?","2019-05-22"
51,"hardstyle","4tZULb84s9ELGycuPWGa2k","Fire to the Rain - Hardstyle Remix","1ji8ctPESvljpOLLvCbSRP","ANDONIS","1BLoFaML69GcWFn8uWkvX8","Fire to the Rain Hardstyle","2022-05-10"
51,"hardstyle","6vbMS9YsX2Ab8ocqkQ2Y0G","Slow Down (Hardstyle)","0WOk6PeJIAZDHrB2U06TOw","PXSEIDON","4kMvYA6b6cMEABy6XASLcO","Slow Down (Hardstyle)","2022-08-19"
51,"hardstyle","19gnl7xN5xAEwDquLNKl76","PART OF ME HARDSTYLE","3EYY5FwDkHEYLw5V86SAtl","SICK LEGEND","6KS8tHskcAf9btEHwGlFhg","PART OF ME HARDSTYLE","2022-07-08"
52,"heavy-metal","2dbOYFfS7r7NAzquRvji9A","Balls to the Wall","3JDIAtVrJdQ7GFOX26LYpv","Accept","2twCPCDGJjVD90GWUjA8vN","Balls To The Wall",1983
52,"heavy-metal","3V417nSM4Ilh0Tt5CqustV","Yggdrasil","0WPCPYm5IDNtQjuJOGNPcy","Brothers of Metal","3hkZ5FWUJ23YKAMotqbTm0","Prophecy of Ragnarök","2017-04-01"
52,"heavy-metal","1npDycvcBm6bTnaajiTv3X","Ride of the Valkyries","0WPCPYm5IDNtQjuJOGNPcy","Brothers of Metal","4v0Kqr29qIlu0YRuWm52Sc","Emblas Saga","2020-01-10"
52,"heavy-metal","4kpWVGdFjBSoCkIcHVlTqn","Prophecy of Ragnarök","0WPCPYm5IDNtQjuJOGNPcy","Brothers of Metal","3hkZ5FWUJ23YKAMotqbTm0","Prophecy of Ragnarök","2017-04-01"
52,"heavy-metal","53h1ZSLWi8hVWF9DWKNXVh","Die By The Blade","0rEuaTPLMhlViNCJrg3NEH","Beast In Black","3aT1PLgA6MomsX7MMlNRHr","From Hell With Love","2019-02-08"
52,"heavy-metal","6FUXgvzbMrMCzAuYGIiGIl","Powersnake","0WPCPYm5IDNtQjuJOGNPcy","Brothers of Metal","4v0Kqr29qIlu0YRuWm52Sc","Emblas Saga","2020-01-10"
52,"heavy-metal","5AC6aY9RpZDmOIpDy75n3U","Cry Out For A Hero","0rEuaTPLMhlViNCJrg3NEH","Beast In Black","3aT1PLgA6MomsX7MMlNRHr","From Hell With Love","2019-02-08"
52,"heavy-metal","2cyJkqB2OYHwWWvKGtrJ0r","Sweet True Lies","0rEuaTPLMhlViNCJrg3NEH","Beast In Black","3aT1PLgA6MomsX7MMlNRHr","From Hell With Love","2019-02-08"
52,"heavy-metal","2TZtQt10Ajm3wB4MoqluZj","One Night In Tokyo","0rEuaTPLMhlViNCJrg3NEH","Beast In Black","30O1KkbyS9bbOniw7xtQux","Dark Connection","2021-10-29"
52,"heavy-metal","3iKSyNDGzJ3FcjXoDKqehS","From Hell With Love","0rEuaTPLMhlViNCJrg3NEH","Beast In Black","3aT1PLgA6MomsX7MMlNRHr","From Hell With Love","2019-02-08"
53,"hip-hop","4rXLjWdF2ZZpXCVTfWcshS","fukumean","2hlmm7s2ICUX0LVIhVFlZQ","Gunna","5qmZefgh78fN3jsyPPlvuw","a Gift & a Curse","2023-06-16"
53,"hip-hop","67nepsnrcZkowTxMWigSbb","MELTDOWN (feat. Drake)","3TVXtAsR1Inumwj472S9r4","Drake","18NOKLkZETa4sWwLMIm0UZ","UTOPIA","2023-07-28"
53,"hip-hop","6wsqVwoiVH2kde4k4KKAFU","I KNOW ?","0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","18NOKLkZETa4sWwLMIm0UZ","UTOPIA","2023-07-28"
53,"hip-hop","741UUVE2kuITl0c6zuqqbO","Barbie World (with Aqua) [From Barbie The Album]","6kBjAFKyd0he7LiA5GQ3Gz","Aqua","5CM66hwjlbZ06LhONWXOAs","Barbie World (with Aqua) [From Barbie The Album]","2023-06-23"
53,"hip-hop","7KA4W4McWYRpgf0fWsJZWB","See You Again (feat. Kali Uchis)","1U1el3k54VvEUzo3ybLPlM","Kali Uchis","2nkto6YNI4rUYTLqEwWJ3o","Flower Boy","2017-07-21"
53,"hip-hop","68Dni7IE4VyPkTOH9mRWHr","No Role Modelz","6l3HvQ5sa6mXTsMTB19rO5","J. Cole","0UMMIkurRUmkruZ3KGBLtG","2014 Forest Hills Drive","2014-12-09"
53,"hip-hop","42VsgItocQwOQC3XWZ8JNA","FE!N (feat. Playboi Carti)","699OTQXzgjhIYAHMy9RyPD","Playboi Carti","18NOKLkZETa4sWwLMIm0UZ","UTOPIA","2023-07-28"
53,"hip-hop","1i9lZvlaDdWDPyXEE95aiq","TELEKINESIS (feat. SZA & Future)","1RyvyyTE3xzB2ZywiAwp0i","Future","18NOKLkZETa4sWwLMIm0UZ","UTOPIA","2023-07-28"
53,"hip-hop","3F5CgOj3wFlRv51JsHbxhe","Jimmy Cooks (feat. 21 Savage)","1URnnhqYAYcrqrcwql10ft","21 Savage","3cf4iSSKd8ffTncbtKljXw","Honestly, Nevermind","2022-06-17"
53,"hip-hop","7aRCf5cLOFN1U7kvtChY1G","Search & Rescue","3TVXtAsR1Inumwj472S9r4","Drake","67WUCOjyl44d8fAFzHONjW","Search & Rescue","2023-04-07"
55,"honky-tonk","1q0wCfrE9eGFMzS2g8aVnx","He Stopped Loving Her Today","2OpqcUtj10HHvGG6h9VYC5","George Jones","2KBTp83WoEO5VZWf1KJMnF","I Am What I Am (Expanded Edition)",1980
55,"honky-tonk","0RbaD2rw0HmpfflXFH9DKu","The One I Loved Back Then (The Corvette Song)","2OpqcUtj10HHvGG6h9VYC5","George Jones","0SRwLRes0ubEsYsjM9F5uL","Who's Gonna Fill Their Shoes","1985-08-01"
55,"honky-tonk","2LyRC7gfWFJd6JI5i8fTJe","The Race Is On","2OpqcUtj10HHvGG6h9VYC5","George Jones","3yktxl8Ut7EDn4KBXMPYhZ","I Get Lonely In A Hurry","1964-11-01"
55,"honky-tonk","5gbm0aNo7eXNuOEkQi5m9B","Jambalaya (On The Bayou)","1FClsNYBUoNFtGgzeG74dW","Hank Williams","18qEQEBcLbBiDyAW3d73mU","Honky Tonkin (Expanded Undubbed Edition)","1954-09-01"
55,"honky-tonk","0deAIqyKFFw55JDMGWTcdA","Hey, Good Lookin'","1FClsNYBUoNFtGgzeG74dW","Hank Williams","4Cdvtu5XUmCKPwcnue11xS","Memorial Album (Expanded Edition)","1953-03-01"
55,"honky-tonk","4BcrWCZPXuoGU0SnAsJW1s","He Stopped Loving Her Today","2OpqcUtj10HHvGG6h9VYC5","George Jones","7poo7LkjfXMcKLK8lAkD1p","George Jones - 16 Biggest Hits","1998-07-14"
55,"honky-tonk","6qMgx8ys4MNNxypaIvbG0i","He Stopped Loving Her Today","2OpqcUtj10HHvGG6h9VYC5","George Jones","4LN572kqxZfNyNgt2rGGKR","Super Hits","1987-01-01"
55,"honky-tonk","7o68KX6XyCS9lydBTH6TCP","White Lightning - Single Version","2OpqcUtj10HHvGG6h9VYC5","George Jones","4otV4qBvLzDoCr9TajdsL0","Best Of","2013-07-30"
55,"honky-tonk","7ottDUMz3VomUN2Ln9FWdI","Choices","2OpqcUtj10HHvGG6h9VYC5","George Jones","1OOYMqvCCRZDdRFezpg8l3","Cold Hard Truth","1999-01-01"
